CA008205988,18730101,TMAX,-78,,,G,
CA008205988,18730102,TMAX,-83,,,G,
CA008205988,18730103,TMAX,56,,,G,
CA008205988,18730104,TMAX,61,,,G,
CA008205988,18730105,TMAX,6,,,G,
CA008205988,18730106,TMAX,83,,,G,
CA008205988,18730107,TMAX,-22,,,G,
CA008205988,18730108,TMAX,-44,,,G,
CA008205988,18730109,TMAX,39,,,G,
CA008205988,18730110,TMAX,17,,,G,
CA008205988,18730111,TMAX,-39,,,G,
CA008205988,18730112,TMAX,-156,,,G,
CA008205988,18730117,TMAX,106,,,G,
CA008205988,18730118,TMAX,100,,,G,
CA008205988,18730119,TMAX,50,,,G,
CA008205988,18730120,TMAX,33,,,G,
CA008205988,18730121,TMAX,11,,,G,
CA008205988,18730122,TMAX,50,,,G,
CA008205988,18730123,TMAX,-11,,,G,
CA008205988,18730124,TMAX,-94,,,G,
CA008205988,18730125,TMAX,28,,,G,
CA008205988,18730126,TMAX,-50,,,G,
CA008205988,18730127,TMAX,-11,,,G,
CA008205988,18730128,TMAX,-17,,,G,
CA008205988,18730129,TMAX,-72,,,G,
CA008205988,18730130,TMAX,-139,,,G,
CA008205988,18730131,TMAX,-11,,,G,
CA008205988,18730201,TMAX,-83,,,G,
CA008205988,18730202,TMAX,-150,,,G,
CA008205988,18730203,TMAX,-56,,,G,
CA008205988,18730204,TMAX,72,,,G,
CA008205988,18730205,TMAX,33,,,G,
CA008205988,18730206,TMAX,0,,,G,
CA008205988,18730207,TMAX,-6,,,G,
CA008205988,18730208,TMAX,50,,,G,
CA008205988,18730209,TMAX,39,,,G,
CA008205988,18730210,TMAX,0,,,G,
CA008205988,18730211,TMAX,-78,,,G,
CA008205988,18730212,TMAX,-56,,,G,
CA008205988,18730213,TMAX,-117,,,G,
CA008205988,18730214,TMAX,-117,,,G,
CA008205988,18730215,TMAX,-56,,,G,
CA008205988,18730216,TMAX,-11,,,G,
CA008205988,18730217,TMAX,0,,,G,
CA008205988,18730218,TMAX,-44,,,G,
CA008205988,18730219,TMAX,-39,,,G,
CA008205988,18730220,TMAX,-56,,,G,
CA008205988,18730221,TMAX,-22,,,G,
CA008205988,18730222,TMAX,33,,,G,
CA008205988,18730223,TMAX,-33,,,G,
CA008205988,18730224,TMAX,-44,,,G,
CA008205988,18730225,TMAX,-28,,,G,
CA008205988,18730226,TMAX,-33,,,G,
CA008205988,18730227,TMAX,-11,,,G,
CA008205988,18730228,TMAX,0,,,G,
CA008205988,18730301,TMAX,-11,,,G,
CA008205988,18730302,TMAX,-11,,,G,
CA008205988,18730303,TMAX,-11,,,G,
CA008205988,18730304,TMAX,-44,,,G,
CA008205988,18730305,TMAX,-44,,,G,
CA008205988,18730306,TMAX,-11,,,G,
CA008205988,18730307,TMAX,22,,,G,
CA008205988,18730308,TMAX,89,,,G,
CA008205988,18730309,TMAX,89,,,G,
CA008205988,18730310,TMAX,33,,,G,
CA008205988,18730311,TMAX,28,,,G,
CA008205988,18730312,TMAX,50,,,G,
CA008205988,18730313,TMAX,33,,,G,
CA008205988,18730314,TMAX,28,,,G,
CA008205988,18730315,TMAX,11,,,G,
CA008205988,18730316,TMAX,22,,,G,
CA008205988,18730317,TMAX,17,,,G,
CA008205988,18730318,TMAX,-6,,,G,
CA008205988,18730319,TMAX,0,,,G,
CA008205988,18730320,TMAX,28,,,G,
CA008205988,18730321,TMAX,28,,,G,
CA008205988,18730322,TMAX,44,,,G,
CA008205988,18730323,TMAX,0,,,G,
CA008205988,18730324,TMAX,6,,,G,
CA008205988,18730325,TMAX,56,,,G,
CA008205988,18730326,TMAX,50,,,G,
CA008205988,18730327,TMAX,56,,,G,
CA008205988,18730328,TMAX,11,,,G,
CA008205988,18730329,TMAX,94,,,G,
CA008205988,18730330,TMAX,100,,,G,
CA008205988,18730331,TMAX,72,,,G,
CA008205988,18730401,TMAX,28,,,G,
CA008205988,18730402,TMAX,50,,,G,
CA008205988,18730403,TMAX,67,,,G,
CA008205988,18730404,TMAX,67,,,G,
CA008205988,18730405,TMAX,44,,,G,
CA008205988,18730406,TMAX,33,,,G,
CA008205988,18730407,TMAX,72,,,G,
CA008205988,18730408,TMAX,50,,,G,
CA008205988,18730409,TMAX,39,,,G,
CA008205988,18730410,TMAX,83,,,G,
CA008205988,18730411,TMAX,78,,,G,
CA008205988,18730412,TMAX,128,,,G,
CA008205988,18730413,TMAX,72,,,G,
CA008205988,18730414,TMAX,83,,,G,
CA008205988,18730415,TMAX,50,,,G,
CA008205988,18730416,TMAX,39,,,G,
CA008205988,18730417,TMAX,61,,,G,
CA008205988,18730418,TMAX,106,,,G,
CA008205988,18730419,TMAX,33,,,G,
CA008205988,18730420,TMAX,61,,,G,
CA008205988,18730421,TMAX,100,,,G,
CA008205988,18730422,TMAX,50,,,G,
CA008205988,18730423,TMAX,56,,,G,
CA008205988,18730424,TMAX,100,,,G,
CA008205988,18730425,TMAX,122,,,G,
CA008205988,18730426,TMAX,67,,,G,
CA008205988,18730427,TMAX,100,,,G,
CA008205988,18730428,TMAX,100,,,G,
CA008205988,18730429,TMAX,144,,,G,
CA008205988,18730430,TMAX,139,,,G,
CA008205988,18730501,TMAX,139,,,G,
CA008205988,18730502,TMAX,94,,,G,
CA008205988,18730503,TMAX,28,,,G,
CA008205988,18730504,TMAX,33,,,G,
CA008205988,18730505,TMAX,61,,,G,
CA008205988,18730506,TMAX,94,,,G,
CA008205988,18730507,TMAX,83,,,G,
CA008205988,18730508,TMAX,133,,,G,
CA008205988,18730509,TMAX,183,,,G,
CA008205988,18730510,TMAX,200,,,G,
CA008205988,18730511,TMAX,183,,,G,
CA008205988,18730512,TMAX,161,,,G,
CA008205988,18730513,TMAX,144,,,G,
CA008205988,18730514,TMAX,111,,,G,
CA008205988,18730515,TMAX,89,,,G,
CA008205988,18730516,TMAX,139,,,G,
CA008205988,18730517,TMAX,167,,,G,
CA008205988,18730518,TMAX,122,,,G,
CA008205988,18730519,TMAX,83,,,G,
CA008205988,18730520,TMAX,83,,,G,
CA008205988,18730521,TMAX,156,,,G,
